Longitude;Latitude;FID;name;total_slot;operative;id
24.909691999785991;60.15892760002879;61;Lansisatamankatu;16;Yes;061
24.915873399937482;60.161090099928231;62;Messitytonkatu;18;Yes;062
24.921489599565405;60.161931100040306;63;Jatkasaarenlaituri;24;Yes;063
24.921746400076358;60.156525500051828;64;Tyynenmerenkatu;29;Yes;064
24.931254066921724;60.153529682049225;65;Hylkeenpyytajankatu;30;Yes;065
24.95912710043541;60.155308999710599;66;Ehrenstromintie;20;Yes;066
24.933834286623096;60.159977250949453;67;Peramiehenkatu;16;Yes;067
24.936817899926211;60.161835899607127;68;Albertinkatu;20;Yes;068
24.931432299960704;60.165696199919751;69;Kalevankatu;16;Yes;069
24.922411199617216;60.173147299808079;70;Sammonpuistikko;14;Yes;070
24.911279648537004;60.172611545786253;71;Hietaniemenkatu;24;Yes;071
24.915662751734658;60.175587873681479;72;Etelainen Hesperiankatu;1;No;072
24.913250400385721;60.179296700282521;73;Kesakatu;14;Yes;073
24.911127000310842;60.183136999672854;74;Rajasaarentie;16;Yes;074
24.919837099802351;60.183867699734606;75;Korjaamo;25;Yes;075
24.924974100174609;60.184505499829015;76;Olympiastadion;20;Yes;076
24.917249841107321;60.185236329393149;77;Nordenskioldinaukio;16;Yes;077
24.918010199910839;60.18783520013443;78;Messeniuksenkatu;24;Yes;078
24.929228600319675;60.189217200013843;79;Uimastadion;18;Yes;079
24.920597800348276;60.189402499925507;80;Jaahalli;22;No;080
24.912371699794164;60.188309099685284;81;Stenbackinkatu;18;Yes;081
24.912827135364068;60.190956932216693;82;Toolontulli;16;Yes;082
24.908335099984924;60.190219499830107;83;Meilahden sairaala;28;Yes;083
24.899910050508481;60.191202155754922;84;Paciuksenkatu;14;Yes;084
24.905888999777574;60.19346960024194;85;Jalavatie;16;Yes;085
24.901899699811338;60.195245200105944;86;Kuusitie;24;Yes;086
24.955975931743922;60.188275217727153;87;Kustaankatu;20;Yes;087
24.901299700021184;60.198940199630556;88;Kiskontie;20;Yes;088
24.899260999895262;60.197532900023361;89;Tilkanvierto;16;Yes;089
24.891117899571441;60.194447499652426;90;Paciuksenkaari;20;Yes;090
24.884736199715917;60.188399000413597;91;Seurasaari;22;Yes;091
24.879221442715448;60.192630583134985;92;Saunalahdentie;8;Yes;092
24.871396300398999;60.194835799932264;93;Torpanranta;16;Yes;093
24.876221716259238;60.197930907585373;94;Laajalahden aukio;16;Yes;094
24.88409169967224;60.196719599929622;95;Munkkiniemen aukio;18;Yes;095
24.883620900084509;60.199665299613969;96;Huopalahdentie;14;Yes;096
24.870883300124262;60.203880299736113;97;Ulvilantie;12;Yes;098
24.85595440037531;60.207119299815872;98;Muusantori;12;Yes;099
24.868739477345059;60.20969562545281;99;Teljantie;12;Yes;100
24.879829100232826;60.20599459957117;100;Munkkivuoren ostoskeskus;1;Yes;101
24.889520899669833;60.208924999988824;101;Vihdintie;16;Yes;103
24.891681699850608;60.205678499563135;102;Kriikunakuja;16;Yes;104
24.893476100042051;60.202839199569439;103;Tilkantori;16;Yes;105
24.898929700445365;60.203473500401799;104;Korppaanmaentie;16;Yes;106
24.905460900000605;60.202439299833884;105;Tenholantie;18;Yes;107
24.917949289727972;60.204443899466469;106;Radiokatu;14;Yes;108
24.922630033449309;60.202327516801518;107;Hertanmaenkatu;20;Yes;109
24.924865320877927;60.198906713374186;108;Maistraatintori;20;Yes;110
24.926780800393658;60.197572400046283;109;Esterinportti;20;Yes;111
24.933272099727674;60.201438199713209;110;Rautatielaisenkatu;22;Yes;112
24.935203684302621;60.199709414058248;111;Veturitori;1;Yes;113
24.935886835409178;60.197013845512629;112;Ratapihantie;24;Yes;114
24.941577999824858;60.194209500368174;113;Venttiilikuja;17;Yes;115
24.940159300411437;60.191141099881918;114;Linnanmaki;32;Yes;116
24.948102399606114;60.189670600417912;115;Brahen puistikko;12;Yes;117
24.952160100208516;60.189541699689755;116;Fleminginkatu;22;Yes;118
24.956872900264159;60.190709599768297;117;Gebhardinaukio;20;Yes;119
24.963559599795758;60.189635200404211;118;Makelankatu;28;Yes;120
24.967871800443277;60.186463299641616;119;Vilhonvuorenkatu;16;Yes;121
24.962193599754869;60.183718200034946;120;Lintulahdenkatu;17;Yes;122
24.955461800122009;60.17976499975498;121;Nakinsilta;24;Yes;123
24.981792606043996;60.182651820824901;122;Isoisansilta;18;Yes;124
24.978647989812941;60.18479903404824;123;Arielinkatu;20;Yes;125
24.977068399886775;60.18755649033983;124;Kalasataman metroasema;28;Yes;126
24.971192600158417;60.18969940030712;125;Teurastamo;20;Yes;127
24.96422380038814;60.19205759987841;126;Paijanteentie;15;Yes;128
24.957993100301394;60.194234200248218;127;Pernajantie;20;Yes;129
24.948752399903356;60.193486000278767;128;Teollisuuskatu;25;Yes;130
24.947618600318208;60.196262700263446;129;Elimaenkatu;24;Yes;131
24.954533899419971;60.195884798844418;130;Hollolantie;12;Yes;132
24.961438500186659;60.197488600318707;131;Paavalinpuisto;22;Yes;133
24.967670800167355;60.19853140020399;132;Haukilahdenkatu;19;Yes;134
24.944050600354956;60.201061399963692;133;Velodrominrinne;12;Yes;135
24.951363600349907;60.203272099927517;134;Sofianlehdonkatu;12;Yes;136
24.966612799940833;60.202791200053866;135;Arabian kauppakeskus;26;Yes;137
24.977079011886929;60.206491564933856;136;Arabiankatu;14;Yes;138
24.976563179647087;60.21003424088758;137;Kaironkatu;16;Yes;139
24.979728300420788;60.213700700427012;138;Verkatehtaanpuisto;14;Yes;140
24.967638299567909;60.207858199896066;139;Intiankatu;16;Yes;141
24.946513900096477;60.208748999966417;140;Koskelantie;14;Yes;142
24.869306052932075;60.157085600520077;141;Kuikkarinne;12;Yes;143
24.958810799878563;60.213904299743717;142;Kapylantie;14;Yes;144
24.943796399784048;60.213420999579512;143;Pohjolankatu;12;Yes;145
24.954411200416644;60.217204299938544;144;Pohjolanaukio;16;Yes;146
24.947929024704763;60.220805709715762;145;Kapylan asema;18;Yes;147
24.966461899996716;60.218442699670902;146;Juhana Herttuan tie;16;Yes;148
24.94419490017458;60.183164000018621;147;Toinen linja;22;Yes;149
24.933870100324896;60.176679299909836;148;Toolonlahden puisto;28;Yes;150
24.947465819891704;60.167230830938138;149;Etelaesplanadi;34;Yes;161
24.926590497553491;60.169573431768526;150;Leppasuonaukio;1;Yes;162
24.850536771055204;60.181472577597447;151;Lehtisaarentie;12;Yes;163
24.9158626674282;60.150395628355625;152;Lansiterminaali;1;Yes;200
24.912200440098275;60.156931913577012;153;Lansisatamankuja;1;Yes;201
24.958452214997749;60.178065928599779;154;Merihaka;16;Yes;202
24.937826370890377;60.199235425474569;155;Opastinsilta;1;Yes;203
24.962367446800272;60.205674609095979;156;A.I. Virtasen aukio;1;Yes;204
24.922219888637017;60.206626438059743;157;Ilmalan asema;1;Yes;205
24.898667890710612;60.207679959662471;158;Ruskeasuon varikko;5;Yes;206
24.88166025391763;60.211075296088097;159;Vanha Viertotie;1;Yes;207
24.876464793115758;60.215922235422909;160;Valimotie;1;Yes;208
24.87053957204364;60.217854542153475;161;Takomotie;1;Yes;209
24.855667954612443;60.218807357673484;162;Pajamaki;1;Yes;210
24.899551136475793;60.212275240809788;163;Haagan tori;1;Yes;211
24.899543695485193;60.216616537223445;164;Tunnelitie;1;Yes;212
24.895059343913658;60.218088561038314;165;Huopalahden asema;1;Yes;213
24.875870912312791;60.222294278358333;166;Valimon asema;1;Yes;214
24.85863812484962;60.224314287874165;167;Pitajanmaen asema;1;Yes;215
24.853540959048075;60.226769961364653;168;Jannetie;1;Yes;216
24.873227365050923;60.227143233973152;169;Marttila;1;Yes;217
24.883128845020224;60.230151499492138;170;Pohjois-Haagan asema;1;Yes;218
24.88743455526054;60.232852137516204;171;Nayttelijantie;1;Yes;219
24.89201140929913;60.229408823158735;172;Ida Aalbergin tie;1;Yes;220
24.894792650860211;60.225340523146656;173;Thalianaukio;1;Yes;221
24.903286646861318;60.221975535242791;174;Huovitie;1;Yes;222
24.906443562220659;60.227469399193467;175;Hameenlinnanvayla;1;Yes;223
24.926564764352463;60.227942367945957;176;Vesakkotie;1;Yes;224
24.935048839932051;60.231319869016772;177;Maunula;1;Yes;225
24.928595015347753;60.239108942223936;178;Lepolantie;1;Yes;226
24.952561243706498;60.224403784806896;179;Kylavoudintie;1;Yes;227
24.948389140346592;60.230391704813371;180;Kustaankartano;1;Yes;228
24.958761529620972;60.232686915868555;181;Kaskynhaltijantie;1;Yes;229
24.963550343073905;60.228925996937278;182;Makitorpantie;18;Yes;230
24.965395077420965;60.233706856786057;183;Siltavoudintie;16;Yes;231
24.967608606651936;60.228698954093488;184;Oulunkylan asema;1;Yes;232
24.972819374814321;60.224930364844511;185;Kirkkoherrantie;10;Yes;233
24.978138918676223;60.231784065782051;186;Otto Brandtin tie;1;Yes;234
24.984420077924312;60.217214807617324;187;Katariina Saksilaisen katu;16;Yes;235
24.988600115103281;60.224212141077487;188;Hernepellontie;1;Yes;236
24.998533819580132;60.230301926392826;189;Aulangontie;1;Yes;237
25.010313905062731;60.23457857144399;190;Pihlajamaki;1;Yes;238
25.010062060715597;60.227520671341949;191;Viikin tiedepuisto;28;Yes;239
25.027618933267206;60.227495296071083;192;Viikin normaalikoulu;12;Yes;240
25.032857401447984;60.234053010338187;193;Agronominkatu;16;Yes;241
25.043568069810647;60.23033717891775;194;Von Daehnin katu;14;Yes;242
24.992037109924752;60.181861778997984;195;Mustikkamaa;1;Yes;243
25.006019224107945;60.185887497909732;196;Relanderinaukio;1;Yes;244
25.006566530820805;60.188950088775641;197;Kulosaaren metroasema;1;Yes;245
25.015391648206048;60.187998177074292;198;Tupasaarentie;1;Yes;246
25.020860955268915;60.168868558437282;199;Haakoninlahdenkatu;1;Yes;247
25.032968849932502;60.171980271172629;200;Gunillantie;1;Yes;248
25.044900705902933;60.175490322420501;201;Isosaarentie;1;Yes;249
25.047496264441122;60.167730503260145;202;Reiherintie;1;Yes;250
25.051883705068974;60.180092136243161;203;Laajasalon ostoskeskus;1;Yes;251
25.053037859010033;60.183743849599011;204;Humalniementie;1;Yes;252
25.061184170812908;60.191646879499956;205;Tammisalon aukio;1;Yes;253
25.036412289295754;60.187234122956454;206;Agnetankuja;1;Yes;254
25.031385306586685;60.187958103283904;207;Laivalahden puistotie;1;Yes;255
25.026065710564126;60.190210145981496;208;Herttoniemen ranta;1;Yes;256
25.037070035453837;60.191009581227263;209;Margareetankuja;1;Yes;257
25.042580275159594;60.192707896052639;210;Abraham Wetterin tie;1;Yes;258
25.031111942362315;60.193137625401164;211;Petter Wetterin tie;1;Yes;259
25.028872082780424;60.194614624265569;212;Herttoniemen metroasema;1;Yes;260
25.042592465469966;60.199127137207654;213;Asentajanpuisto;1;Yes;261
25.045161156762049;60.205962449707329;214;Siilitien metroasema;1;Yes;262
25.032112127872438;60.198442950981473;215;Herttoniemen kirkko;1;Yes;263
25.033597412190886;60.204561663889706;216;Erankavijantori;1;Yes;264
25.037482215431965;60.209476705285795;217;Siilitie 9;1;Yes;265
25.04379377895981;60.215063372076997;218;Siilitie 13;1;Yes;266
25.056174087264367;60.209234600596403;219;Roihupelto;1;Yes;267
25.053580944305168;60.195539717284191;220;Porolahden koulu;1;Yes;268
25.058549330787059;60.198705499958919;221;Peukaloisentie;1;Yes;269
25.060046595873757;60.202072987078736;222;Tulisuontie;1;Yes;270
25.060092333594355;60.206340232415869;223;Prinsessantie;1;Yes;271
25.076069359913106;60.204324891280748;224;Marjaniementie;1;Yes;272
25.079154814243338;60.207097461578655;225;Kauppakartanonkuja;1;Yes;273
25.086782105709688;60.208997599559609;226;Voikukantie;1;Yes;274
25.07596801531173;60.209600665138623;227;Itakeskuksen metroasema;1;Yes;275
25.082322094289282;60.212494165473402;228;Puotinharju;1;Yes;276
25.086296157042057;60.203609557035463;229;Marjaniemi;1;Yes;277
25.100426060414406;60.209059633895038;230;Puotilantie;1;Yes;278
25.095559513161049;60.212700571574146;232;Puotilan ostoskeskus;1;Yes;280
25.091124528074545;60.214820713405231;233;Puotilan metroasema;1;Yes;281
25.102324850311618;60.218601478575408;234;Karhulantie;1;Yes;282
25.077470243756807;60.219850966049307;235;Alakiventie;1;Yes;283
25.07539579198226;60.224086468016139;236;Myllypuron metroasema;1;Yes;284
25.06542183834722;60.223565196676532;237;Orpaanporras;1;Yes;285
25.059103876143013;60.218251969652727;238;Mamsellimyllynkatu;1;Yes;286
24.840319000421573;60.165819999693269;239;Hanasaari;10;Yes;501
24.827467000401782;60.171524000132536;240;Keilalahti;28;Yes;503
24.805758000231549;60.168266000075903;241;Westendinasema;16;Yes;505
24.796135999876526;60.16814299979967;242;Golfpolku;16;Yes;507
24.802937999688993;60.17155099957904;243;Revontulentie;30;Yes;509
24.810688000051186;60.173423999617967;244;Sateentie;18;Yes;511
24.791390000448189;60.173566999917171;245;Hakalehto;24;Yes;513
24.792559000397603;60.175768999839534;246;Oravannahkatori;16;Yes;515
24.802049000061345;60.175357999771904;247;Lansituuli;24;Yes;517
24.80605100025349;60.174144000445324;248;Tuulimaki;5;Yes;518
24.805824999723995;60.176168000253085;249;Tapionaukio;26;Yes;519
24.803942000123243;60.177588000086189;250;Kulttuuriaukio;30;Yes;521
24.797983999661881;60.17874999971275;251;Ahertajantie;20;Yes;523
24.810973999750331;60.178702000197234;252;Mantyviita;10;Yes;525
24.817423000371207;60.178654999828439;253;Otsolahti;18;Yes;527
24.828950000442205;60.175233000302796;254;Keilaniemi (M);40;Yes;529
24.83513200044149;60.178762000266147;255;Keilaranta;24;Yes;531
24.831803999854742;60.180027000145969;256;Betonimies;16;Yes;532
24.824746999974138;60.180806000096879;257;Tekniikantie;18;Yes;533
24.814220000152943;60.185096000080421;258;Innopoli;20;Yes;537
24.817403000348236;60.183629999924619;259;Hagalundinpuisto;1;Yes;538
24.820098999669142;60.18498699955046;260;Aalto-yliopisto (M), Tietotie;20;Yes;539
24.826670999666931;60.18431199989891;261;Aalto-yliopisto (M), Korkeakouluaukio;40;Yes;541
24.837133000087931;60.184830000404247;262;Otaranta;20;Yes;543
24.829984999608087;60.188498999629189;263;Sahkomies;12;Yes;545
24.835033000372732;60.188118000045733;264;Jamerantaival;30;Yes;547
24.810198999983925;60.187261000095134;265;Maarinranta;12;Yes;549
24.807083000180342;60.189142999649789;266;Tietaja;20;Yes;551
24.806152000414556;60.186730999935776;267;Metsanneidonpolku;19;Yes;553
24.804022000215184;60.184765000104733;268;Kalevalantie;20;Yes;555
24.796959000057882;60.187150000372299;269;Louhentori;16;Yes;557
24.794014000046104;60.182880000411728;270;Pohjankulma;24;Yes;559
24.785759999824165;60.182976000342194;271;Koivu-Mankkaa;20;Yes;561
24.780477999959771;60.18870600018181;272;Mankkaanlaaksontie;26;Yes;563
24.769021000418888;60.194599000343658;273;Mankkaanaukio;20;Yes;565
24.784654000082071;60.177749000316169;274;Tapiolan urheilupuisto;32;Yes;571
24.7794280001022;60.174650000397264;275;Urheilupuisto (M);28;Yes;573
24.769666999632364;60.176107000138018;276;Tontunmaentie;16;Yes;575
24.76060599996697;60.180848000235073;277;Olarinluoma;18;Yes;577
24.775912999885065;60.171126999811236;278;Niittymaa;20;Yes;579
24.763184000141564;60.170757999881857;279;Niittykumpu (M);32;Yes;581
24.77270799957455;60.166480999598491;280;Haukilahdenkatu (Espoo);16;Yes;583
24.775882000254171;60.162396000075375;281;Haukilahdenaukio;16;Yes;585
24.767831000400406;60.162477000213471;282;Hauenkallio;12;Yes;587
24.769863999723839;60.158048000115173;283;Haukilahdenranta;16;Yes;589
24.77399300037672;60.154940999827318;284;Mellstenintie;24;Yes;591
24.782536000436096;60.159600999786392;285;Toppelundintie;12;Yes;593
24.791754000147023;60.158193999653406;286;Westendintie;16;Yes;595
24.784862800178132;60.162447099554072;287;Toppelundinportti;20;Yes;596
24.790131999991843;60.163699999955099;288;Linnakepolku;10;Yes;597
24.754343999875744;60.147973999600481;289;Nokkala;18;Yes;601
24.754196000245258;60.151040999842337;290;Matinlahdenranta;20;Yes;603
24.741545999648224;60.147920999854307;291;Nuottaniementie;14;Yes;607
24.74123399964941;60.152342999629809;292;Sepetlahdentie;10;Yes;609
24.752488999767593;60.156258000306536;293;Matinkartanontie;20;Yes;611
24.744977999635012;60.155689000147277;294;Matinkylantie;14;Yes;613
24.737663999593963;60.156754999843429;295;Tiistilantie;24;Yes;615
24.729112000018858;60.153737000062563;296;Tiistinkallio;12;Yes;617
24.724834999735492;60.160645000266584;297;Etuniementie;10;Yes;619
24.756271999753039;60.161137999619029;298;Hauenkalliontie;12;Yes;621
24.746630000274365;60.161587999686503;299;Nelikkotie;16;Yes;623
24.74129399971838;60.160014999992313;300;Suomenlahdentie;32;Yes;625
24.738416000098368;60.162403000398228;301;Piispansilta;40;Yes;627
24.732688000351004;60.165602999578823;302;Piispanportti;16;Yes;629
24.724908000403957;60.16897100021157;304;Avaruuskatu;16;Yes;633
24.726024999753974;60.172673000058978;305;Kuunkatu;24;Yes;635
24.729314000340878;60.174523999982682;306;Ruomelantie;12;Yes;637
24.73812200003033;60.174913999981186;307;Itaportti;18;Yes;639
24.735968999669637;60.167216000218275;308;Komeetankatu;16;Yes;641
24.731472000032852;60.17154800034001;309;Auringonkatu;20;Yes;643
24.743532000401558;60.168441000052155;310;Piispankallio;16;Yes;645
24.745665999886057;60.17281400026593;311;Lystimaki;12;Yes;647
24.752442000298117;60.174709999566858;312;Lystimaensilta;12;Yes;649
24.744131000145615;60.184596000405122;313;Suurpellonaukio;24;Yes;651
24.742571000151599;60.187052000349581;314;Lukutori;14;Yes;653
24.840698999958931;60.20614200025318;315;Gallen-Kallelan tie;10;Yes;701
24.823099999565386;60.203851999869926;316;Elfvik;10;Yes;703
24.804929999819706;60.203891999915925;317;Laajalahden keskus;18;Yes;705
24.824953999627439;60.210734999820431;318;Majurinkulma;24;Yes;707
24.819549000386132;60.212507999744446;319;Yhdyskunnankuja;20;Yes;709
24.826368000083164;60.215751000008709;320;Kirjurinkuja;24;Yes;711
24.819395999625726;60.21606700019197;321;Upseerinkatu;30;Yes;713
24.821931999662127;60.216222000145251;322;Komentajankatu;12;Yes;715
24.81157200034761;60.213442999694735;323;Sateri;32;Yes;719
24.805612999840093;60.214193000106945;324;Saterinrinne;16;Yes;721
24.800485999928981;60.214666000335683;325;Saterinniitty;10;Yes;723
24.806278999975916;60.217261000394899;326;Rummunlyojankatu;20;Yes;725
24.812418999837007;60.217311000002724;327;Ratsutori;32;Yes;727
24.813884999992808;60.218868999904487;328;Leppavaaranaukio;30;Yes;729
24.813437000017586;60.220253999922193;329;Leppavaarankaytava;20;Yes;731
24.813109000180248;60.22101900012683;330;Lakkitori;24;Yes;733
24.816382000029307;60.222182999845643;331;Mestarinkatu;20;Yes;735
24.812271000206522;60.223769000139328;332;Muurarinkuja;18;Yes;737
24.826395999575766;60.223827000115989;333;Postipuun koulu;16;Yes;739
24.804898000142657;60.222154000306944;334;Gransinmaki;20;Yes;741
24.800970999811852;60.224943000319286;335;Leppavaaran urheilupuisto;32;Yes;745
24.804734999820425;60.226378999990914;336;Leppavaaran uimahalli;18;Yes;747
24.813871000246536;60.228462999867588;337;Vallikatu;24;Yes;749
24.819613999786327;60.227827000215939;338;Vallipolku;20;Yes;751
24.81395399957745;60.234401000305979;339;Linnuntie;24;Yes;753
24.824561000389906;60.230452999906049;340;Kutsuntatie;16;Yes;755
24.831396999971616;60.235088999657648;341;Painiitty;12;Yes;757
24.839389999848663;60.220466999852192;342;Makkylan asema;32;Yes;761
24.83353599968666;60.22055100012858;343;Kalkkipellonmaki;24;Yes;763
24.820635000105199;60.223377000048572;344;Ruutikatu;10;Yes;767
24.814793999643427;60.204582000259165;345;Tiurintie;12;Yes;769
